id,name,icon,desc,children,gx,gy,cost,seal,requiresUnlock
Icicl11,Ice Attack,IceAttack.png,Ice Attack + 5,"Icicl12,Icicl16,Icicl17",2,3,1,0,
Icicl12,Stamina,Stamina.png,Stamina + 30,Icicl30,3,3,1,0,
Icicl13,Intellect,Intellect.png,Intellect + 10,Icicl21,-2,4,1,0,
Icicl14,Intellect,Intellect.png,Intellect + 10,"Icicl18,Icicl19",-1,4,1,0,
Icicl15,Deep Cold Magic Spear,DeepColdMagicSpear.png,Frost Lance deals 70% more DMG. Frost Lance costs 100% more time to use.,,0,4,1,0,
Icicl16,Intellect,Intellect.png,Intellect + 10,"Icicl19,Icicl20",1,4,1,0,
Icicl17,Intellect,Intellect.png,Intellect + 10,Icicl25,2,4,1,0,
Icicl18,Stormy Encounter,StormyEncounter.png,"When Crystal Veil deals DMG, it has a fixed chance to reduce the CD of Blizzard by 1s. The chance equals half percentage of your Luck.",Icicl22,-1,5,1,0,
Icicl19,Stamina,Stamina.png,Stamina + 30,Icicl23,0,5,1,0,
Icicl20,Frost Blade,FrostBlade.png,Frost Lance that consume Frost Crystal deal 20% more DMG.,Icicl24,1,5,1,0,
Icicl21,Luck Damage,LuckDamage.png,"Lucky Hit DMG multiplier +15%.
Every 2% Luck grants 1% Lucky Hit DMG multiplier.","Icicl26,Icicl31",-2,6,1,0,
Icicl22,Stamina,Stamina.png,Stamina + 30,"Icicl27,Icicl28",-1,6,1,0,
Icicl23,Frost Domain,FrostDomain.png,"The area of Glacier Hymn -50%.
While within it, you gain a 25% bonus to your Ice damage.",,0,6,1,0,
Icicl24,Stamina,Stamina.png,Stamina + 30,"Icicl28,Icicl29",1,6,1,0,
Icicl25,Quick Frozen Blast,QuickFrozenBlast.png,"When an Expertise Skill or Ultimate deals DMG to a target with Frozen, it triggers Frost Shock, once per second.","Icicl30,Icicl33",2,6,1,0,
Icicl26,Glazed Vastness,GlazedVastness.png,Ice skills deal 8% more DMG to Elite and stronger targets.,Icicl31,-3,7,1,0,
Icicl27,Sharp Blizzard,SharpBlizzard.png,Increases the critical rate of Blizzard by 50%. Increases the Crit DMG of Blizzard by 15%.,,-1,7,1,0,
Icicl28,Endless Cold,EndlessCold.png,"Every 20 Frost Crystals consumed grants Endless Cold effect.

Endless Cold: for 10s, increases Meteor Storm DMG by 150%, and removes its CD and Ice Energy cost. During this period, Ice Arrows triggered by Meteor Storm cannot produce Frost Crystal",Icicl32,0,7,1,0,
Icicl29,Blizzard Dual Spears,BlizzardDualSpears.png,"Within 8s after casting Blizzard, Frost Lancecan fire an additional Frost Lanceat another target near the original one.",,1,7,1,0,
Icicl30,Deadly Frost Lance,DeadlyFrostLance.png,Frost Lance deals 20% more DMG to targets with HPless than 35%,Icicl33,3,7,1,0,
Icicl31,Stamina,Stamina.png,Stamina + 30,"Icicl34,Icicl35",-2,8,1,0,
Icicl32,Stamina,Stamina.png,Stamina + 30,"Icicl39,Icicl40,Icicl41",0,8,1,0,
Icicl33,Stamina,Stamina.png,Stamina + 30,"Icicl36,Icicl37",2,8,1,0,
Icicl34,Continuous Stream,ContinuousStream.png,"Dealing DMG triggers Trickle.

Trickle: Grants a 1% Ice Damage bonus for 6s. stacking up to 5 times.",,-3,9,1,0,
Icicl35,Ice Attack,IceAttack.png,Ice Attack + 5,"Icicl38,Icicl39",-2,9,1,0,
Icicl36,Ice Attack,IceAttack.png,Ice Attack + 5,"Icicl41,Icicl42",2,9,1,0,
Icicl37,Frost Shock,FrostShock.png,"When an Expertise Skill or Ultimate lands a Lucky Hit, it has a fixed 30% chance to trigger Frost Shock, once every 3s.",,3,9,1,0,
Icicl38,Frost Crystal Empowerment,FrostCrystalEmpowerment.png,Each consumed Frost Crystal increases Intellect by 25. The effect lasts 10sand stacks up to 5 times.,,-2,10,1,0,
Icicl39,Stamina,Stamina.png,Stamina + 30,"Icicl43,Icicl44",-1,10,1,0,
Icicl40,Frozen Stars,FrozenStars.png,"If Frost Lance deals Crit DMG and triggers Lucky Hit, Meteor Storm's remaining CD is instantly cleared.",Icicl45,0,10,1,0,
Icicl41,Stamina,Stamina.png,Stamina + 30,"Icicl46,Icicl47",1,10,1,0,
Icicl42,Bitter Cold,BitterCold.png,Every 100 Intellect grants 0.5 bonus Crit DMG dealt.,,2,10,1,0,
Icicl43,Freezing Meteor Storm,FreezingMeteorStorm.png,"When Meteor Storm deals damage, 20% chance to apply Frozen to the target.
During the duration of Permafrost, when Frost Lance and Meteor Storm critically hit, extend the duration of Permafrost by 0.5s, with a cumulative extension not exceeding 5s.",,-2,11,1,0,
Icicl44,Intellect,Intellect.png,Intellect + 10,Icicl48,-1,11,1,0,
Icicl45,Stamina,Stamina.png,Stamina + 30,"Icicl48,Icicl49,Icicl51",0,11,1,0,
Icicl46,Intellect,Intellect.png,Intellect + 10,Icicl49,1,11,1,0,
Icicl47,Frost Assault,FrostAssault.png,"Blizzard reduces the Ice RES of targets hit by 10%. The effect lasts 10s and does not stack, and only works on your own.",,2,11,1,0,
Icicl48,Glacier Fury,GlacierFury.png,"Consuming 15 Frost Crystals enhances the next Blizzard.

Blizzard: Bypasses the casting time and increases DMG dealt by 30%",Icicl50,-1,12,1,0,
Icicl49,Icicle Volley,IcicleVolley.png,"For every 10 casts of Frost Lance, a Piercing Spear is launched forward.",Icicl52,1,12,1,0,
Icicl50,Ice Attack,IceAttack.png,Ice Attack + 5,Icicl53,-2,13,1,0,
Icicl51,Frost Comet,FrostComet.png,"When Frost Lance consumes Frost Crystal and triggers either a Crit Hit or Lucky Hit, there is a fixed 30% chance to summon a Frost Comet.",Icicl54,0,13,1,0,
Icicl52,Ice Attack,IceAttack.png,Ice Attack + 5,Icicl55,2,13,1,0,
Icicl53,Critical Cold,CriticalCold.png,"During Permafrost, increases Crit DMG dealt by 15%.
During Permafrost increases allies' critical rate by 3%.",Icicl56,-1,14,1,0,
Icicl54,Intellect,Intellect.png,Intellect + 10,"Icicl56,Icicl57,Icicl59",0,14,1,0,
Icicl55,Frost Lance Crit,FrostLanceCrit.png,Frost Lance deals 1.5% more Crit DMG. The effect lasts 6s and stacks up to 10 times.,Icicl57,1,14,1,0,
Icicl56,Intellect,Intellect.png,Intellect + 10,Icicl58,-1,15,1,0,
Icicl57,Intellect,Intellect.png,Intellect + 10,Icicl60,1,15,1,0,
Icicl58,Frost Lance Barrage,FrostLanceBarrage.png,"During Permafrost, Frost Lance fires 2 consecutive shots.",,-1,16,1,0,
Icicl59,Meteor Storm Expansion,MeteorStormExpansion.png,"Meteor Storm hit count +1.
Meteor Storm gains 10% Ice Bonus.",,0,16,1,0,
Icicl60,Infusion Sublimation,InfusionSublimation.png,"Increases Max Frost Crystal by 1.
During Permafrost, increases Ice damage by 100.
When Permafrost ends, the amount of your Frost Crystal resets to that before Permafrost.",,1,16,1,0,
IceBm00,Frost Beam Spec,TRUE ,,,11,13,,,
IceBm01,Frostbeam Spec,FrostbeamSpec.png,"Replace Special Attack with Frostbeam, enhancing its effectiveness.
Each possessed Frost Crystal increases Frostbeam DMG by 15% and Ice Energy consumption by 30%.","IceBm02,IceBm03,IceBm04",0,0,1,0,
IceBm02,Stamina,Stamina.png,Stamina + 30,IceBm05,-1,1,1,0,
IceBm03,Intellect,Intellect.png,Intellect + 10,IceBm06,0,1,1,0,
IceBm04,Stamina,Stamina.png,Stamina + 30,IceBm07,1,1,1,0,
IceBm05,Crystal Resonance,CrystalResonance.png,"When Frostbeam deals DMG, it has a fixed 30% chance to let Ice Cores fire Ice Arrows.",IceBm09,-1,2,1,0,
IceBm06,Cold Retention,ColdRetention.png,"In the Permafrost status, the cost of Frostbeam decreases by 25%.",IceBm10,0,2,1,0,
IceBm07,Tide Mastery,TideMastery.png,"While casting Frostbeam, you can channel Tidepool.",IceBm11,1,2,1,0,
IceBm08,Stamina,Stamina.png,Stamina + 30,IceBm26,-3,3,1,0,
IceBm09,Ice Attack,IceAttack.png,Ice Attack + 5,"IceBm08,IceBm13,IceBm14",-2,3,1,0,
IceBm10,Stamina,Stamina.png,Stamina + 30,"IceBm14,IceBm15,IceBm16",0,3,1,0,
IceBm11,Ice Attack,IceAttack.png,Ice Attack + 5,"IceBm12,IceBm16,IceBm17",2,3,1,0,
IceBm12,Stamina,Stamina.png,Stamina + 30,IceBm30,3,3,1,0,
IceBm13,Intellect,Intellect.png,Intellect + 10,IceBm21,-2,4,1,0,
IceBm14,Intellect,Intellect.png,Intellect + 10,"IceBm18,IceBm19",-1,4,1,0,
IceBm15,Intellect Ice Crystal,IntellectIceCrystal.png,"Every 50 Intellect grants 1 Max Ice Energy, up to 100 from this source.",,0,4,1,0,
IceBm16,Intellect,Intellect.png,Intellect + 10,"IceBm19,IceBm20",1,4,1,0,
IceBm17,Intellect,Intellect.png,Intellect + 10,IceBm25,2,4,1,0,
IceBm18,Cold Wind Convergence,ColdWindConvergence.png,"When Frozen Gale hits a target (only triggers once even if multiple enemies are hit), all Frost Crystals are consumed to summon Icy Bolt. The number of Icy Bolt summoned matches the number of Frost Crystal consumed. When an Icy Bolt deals DMG, 5 Ice Energy is restored and the Ice Energy cost of skills -5% for the next 8s, stacking up to 6 times.",IceBm22,-1,5,1,0,
IceBm19,Stamina,Stamina.png,Stamina + 30,IceBm23,0,5,1,0,
IceBm20,Frostjade Staff,FrostjadeStaff.png,"When an Ice Arrow fired by an Ice Core deals DMG, it has a fixed 30% chance to grant 3 Ice Energy.
During Permafrost, doubles the chance.",IceBm24,1,5,1,0,
IceBm21,Frost Tide,FrostTide.png,"When dealing DMG, Frostbeam has a fixed 20% chance to grant Frost Crystal. If Max Frost Crystal is reached, grants 5% bonus Ice damage dealt instead for 3s.","IceBm26,IceBm31",-2,6,1,0,
IceBm22,Stamina,Stamina.png,Stamina + 30,"IceBm27,IceBm28",-1,6,1,0,
IceBm23,Boundless Frost,BoundlessFrost.png,"Every 50 Ice Energy consumed grants 1 Frost Crystal.
Max Frost Crystal +3.",,0,6,1,0,
IceBm24,Stamina,Stamina.png,Stamina + 30,"IceBm28,IceBm29",1,6,1,0,
IceBm25,Frost Revelation,FrostRevelation.png,The first hit of Tidepool on the target grants 5 Ice Energy. Each additional Frost Crystal increases Ice Energy restored by 10.,"IceBm30,IceBm33",2,6,1,0,
IceBm26,Glazed Vastness,GlazedVastness.png,Ice skills deal 8% more DMG to Elite and stronger targets.,IceBm31,-3,7,1,0,
IceBm27,Ice Crystal Expansion,IceCrystalExpansion.png,Max Ice Energy +40.,,-1,7,1,0,
IceBm28,Frost Domain,FrostDomain.png,"The area of Glacier Hymn -50%.
While within it, you gain a 25% bonus to your Ice damage.",IceBm32,0,7,1,0,
IceBm29,Ray's Swan Song,Ray'sSwanSong.png,"When dealing DMG, Frostbeam gains a fixed 10% chance to double Mastery for 3s (which can only be triggered once on multiple hits).",,1,7,1,0,
IceBm30,Quick Frozen Blast,QuickFrozenBlast.png,"When an Expertise Skill or Ultimate deals DMG to a target with Frozen, it triggers Frost Shock, once per second.",IceBm33,3,7,1,0,
IceBm31,Stamina,Stamina.png,Stamina + 30,"IceBm34,IceBm35",-2,8,1,0,
IceBm32,Stamina,Stamina.png,Stamina + 30,"IceBm39,IceBm40,IceBm41",0,8,1,0,
IceBm33,Stamina,Stamina.png,Stamina + 30,"IceBm36,IceBm37",2,8,1,0,
IceBm34,Continuous Stream,ContinuousStream.png,"Dealing DMG triggers Trickle.

Trickle: Grants a 1% Ice Damage bonus for 6s. stacking up to 5 times.",,-3,9,1,0,
IceBm35,Ice Attack,IceAttack.png,Ice Attack + 5,"IceBm38,IceBm39",-2,9,1,0,
IceBm36,Ice Attack,IceAttack.png,Ice Attack + 5,"IceBm41,IceBm42",2,9,1,0,
IceBm37,Icy Calm,IcyCalm.png,"Each additional target hit by an Expertise Skill or Ultimate grants a 2% bonus to your highest stat among Mastery, Haste, Crit, or Luck for 5s. Hitting more than 5 additional targets still only counts as 5.",,3,9,1,0,
IceBm38,Ice Shard Pact,IceShardPact.png,Increases Maelstrom's Ice Energy recovery rate by 200%.,,-2,10,1,0,
IceBm39,Stamina,Stamina.png,Stamina + 30,"IceBm43,IceBm44",-1,10,1,0,
IceBm40,Rapid Ice Arrow,RapidIceArrow.png,"During Permafrost, Frostbeam fires 2 additional Ice Arrows generated by Ice Core.
However, during Permafrost, Lucky Hit final DMG -50%.",IceBm45,0,10,1,0,
IceBm41,Stamina,Stamina.png,Stamina + 30,"IceBm46,IceBm47",1,10,1,0,
IceBm42,Quick Chant,QuickChant.png,"Increases Haste by 500.
During Permafrost, accelerates the using of Skills by 15%.",,2,10,1,0,
IceBm43,Intellect Amp,IntellectAmp.png,Increases Intellect by 5%.,,-2,11,1,0,
IceBm44,Intellect,Intellect.png,Intellect + 10,IceBm48,-1,11,1,0,
IceBm45,Stamina,Stamina.png,Stamina + 30,"IceBm48,IceBm49,IceBm51",0,11,1,0,
IceBm46,Intellect,Intellect.png,Intellect + 10,IceBm49,1,11,1,0,
IceBm47,Ray Mastery I,RayMasteryI.png,"Frostbeam deals 2% more Ice damage.
Frostbeam deals 5% more Ice damage to the main target.",,2,11,1,0,
IceBm48,Endless Tide,EndlessTide.png,"During Permafrost, each Ice Arrow triggered by Ice Core extends the duration of Permafrost by 0.5s, up to 5s.",IceBm50,-1,12,1,0,
IceBm49,Cold Pulse,ColdPulse.png,Every 50 instances of DMG dealt by Frostbeam triggers Cold Pulse once.,IceBm52,1,12,1,0,
IceBm50,Ice Attack,IceAttack.png,Ice Attack + 5,IceBm53,-2,13,1,0,
IceBm51,Ice Crystal Expansion,IceCrystalExpansion.png,Max Ice Energy +40.,IceBm54,0,13,1,0,
IceBm52,Ice Attack,IceAttack.png,Ice Attack + 5,IceBm55,2,13,1,0,
IceBm53,Power of Ice Crystals,PowerofIceCrystals.png,"When Ice Energy is above 50%, deals 8% more Ice damage.",IceBm56,-1,14,1,0,
IceBm54,Intellect,Intellect.png,Intellect + 10,"IceBm56,IceBm57,IceBm59",0,14,1,0,
IceBm55,Ice Crystal Recovery,IceCrystalRecovery.png,"When Ice Energy is below 50%, enhances the recovery rate of Ice Energy by 10%.",IceBm57,1,14,1,0,
IceBm56,Intellect,Intellect.png,Intellect + 10,IceBm58,-1,15,1,0,
IceBm57,Intellect,Intellect.png,Intellect + 10,IceBm60,1,15,1,0,
IceBm58,Sharp Ice Arrow,SharpIceArrow.png,Increases the critical rate of Ice Arrows from Ice Core by 50%. Increases the Crit DMG of Ice Arrows from Ice Core by 10%.,,-1,16,1,0,
IceBm59,Law of Energy Surge,LawofEnergySurge.png,"Every 50 Ice Arrows shot increases the DMG of your next Frozen Gale by 200% for 30s. Additionally, casting Frozen Gale grants the Law of Energy Surge.",,0,16,1,0,
IceBm60,Wide Area Ice Arrow,WideAreaIceArrow.png,Every 15 hits of Expertise Skill allows Ice Core to fire Ice Arrow.,,1,16,1,0,
