id,name,icon,desc,children,gx,gy,cost,seal,requiresUnlock
Earth09,Strength,Strength.png,Strength + 10,"Earth12,Earth13",-1,5,1,0,
Earth10,Shatter Strike,ShatterStrike.png,"When Star Shatter or Starfall defeats a target, Star Shatter immediately recovers 1 charge.","Earth09,Earth11,Earth21",0,5,1,0,
Earth11,Stamina,Stamina.png,Stamina + 30,"Earth14,Earth15",1,5,1,0,
Earth12,Strength,Strength.png,Strength + 10,,-2,6,1,0,
Earth13,Stamina,Stamina.png,Stamina + 30,"Earth16,Earth17",-1,6,1,0,
Earth14,Elemental Harmony,ElementalHarmony.png,"While shielded, Magic Damage and Wind DMG you take are -25% and 50% respectively.","Earth18,Earth19",1,6,1,0,
Earth15,Lord of the Great Rock,LordoftheGreatRock.png,"Casting Starfall grants Lord of Rock: For 15s, Basic Attack evolves into 1 Rupture, and Rage Burst evolves into 1 Terra Sunder.",,2,6,1,0,
Earth16,Shield Echo,ShieldEcho.png,"During Sandshroud, adding a shield to yourself via Shield Bash triggers Shield Echo.",,-2,7,1,0,
Earth17,Rock Attack,RockAttack.png,Rock Attack + 5,"Earth20,Earth21",-1,7,1,0,
Earth18,Breath of Stone,BreathofStone.png,Each Sand Crystal consumed reduces the CD of Stoneform by 1s.,"Earth21,Earth22",1,7,1,0,
Earth19,Shield Bash,ShieldBash.png,"Enhances Shield effectiveness by 10%.
During Sandshroud, additionally enhances Shield effectiveness by 10%.",,2,7,1,0,
Earth20,Stamina,Stamina.png,Stamina + 30,"Earth23,Earth24",-2,8,1,0,
Earth21,Resonant Domain,ResonantDomain.png,Tectonic Ring generates a Sandfield that lasts for 5s.,"Earth24,Earth25",0,8,1,0,
Earth22,Stamina,Stamina.png,Stamina + 30,"Earth25,Earth26",2,8,1,0,
Earth23,Fang of the Alpha,FangoftheAlpha.png,DMG Reduction vs. Bosses +8%,Earth29,-3,9,1,0,
Earth24,Enrage Expansion,EnrageExpansion.png,"In the state of Enrage, attack speed +8%.","Earth27,Earth29",-1,9,1,0,
Earth25,Stone Domain,StoneDomain.png,"During the duration of Sandshroud, being attacked reduces the attack speed of enemy targets within a 5 meter radius by 30% for 3s.
During the duration of Sandshroud, Armor of allies within an 8 meter radius +10%.","Earth28,Earth30",1,9,1,0,
Earth26,Shadow Veil,ShadowVeil.png,"Each enemy within 3 meters increases your Block chance by 3%, up to 15%. (Doubles the effect against Elite or stronger enemies.)
Remains unchanged when Earthfort Spec is active.
If Block Spec is activated, the effect becomes: Every enemy within 3 meters increases Block DMG RED by 1%, up to 5%.
(Doubles the effect against Elite or stronger enemies.)",Earth30,3,9,1,0,
Earth27,Rock Attack,RockAttack.png,Rock Attack + 5,"Earth31,Earth32",-1,10,1,0,
Earth28,Strength,Strength.png,Strength + 10,"Earth32,Earth33",1,10,1,0,
Earth29,Strength,Strength.png,Strength + 10,Earth34,-2,11,1,0,
Earth30,Rock Attack,RockAttack.png,Rock Attack + 5,Earth36,2,11,1,0,
Earth31,Stamina,Stamina.png,Stamina + 30,"Earth34,Earth35",-1,12,1,0,
Earth32,Rock Attack,RockAttack.png,Rock Attack + 5,Earth35,0,12,1,0,
Earth33,Stamina,Stamina.png,Stamina + 30,"Earth35,Earth36",1,12,1,0,
Earth34,Rage Burst Improvement,RageBurstImprovement.png,"Rage Burst gains 1 additional charge.
While Enraged, Rage Burst and Terra Sunder become instant cast.","Earth37,Earth38",-2,13,1,0,
Earth35,Lord of Rocks,LordofRocks.png,"Casting Starfall grants Lord of Rock: For15s, Basic Attack evolves into 1 Rupture, and Rage Burst evolves into 1 Terra Sunder.","Earth38,Earth39,Earth40",0,13,1,0,
Earth36,Shield Combo,ShieldCombo.png,Basic Attacks have a fixed 5% chance to trigger Shield Combo upon dealing DMG. Each 1% Mastery grants an extra 0.2% chance.,"Earth40,Earth41",2,13,1,0,
Earth37,Strength,Strength.png,Strength + 10,"Earth42,Earth43",-2,14,1,0,
Earth38,Stamina,Stamina.png,Stamina + 30,"Earth43,Earth44",-1,14,1,0,
Earth39,Rock Attack,RockAttack.png,Rock Attack + 5,Earth45,0,14,1,0,
Earth40,Stamina,Stamina.png,Stamina + 30,"Earth46,Earth47",1,14,1,0,
Earth41,Strength,Strength.png,Strength + 10,"Earth47,Earth48",2,14,1,0,
Earth42,Stamina,Stamina.png,Stamina + 30,Earth49,-3,15,1,0,
Earth43,Enraged Rupture,EnragedRupture.png,"While Enraged, Rupture is bound to trigger Weak Point Strike.",,-2,15,1,0,
Earth44,Strength,Strength.png,Strength + 10,"Earth50,Earth51,Earth52",-1,15,1,0,
Earth45,Boulder Shield,BoulderShield.png,"During Stoneform, reduces all DMG taken by 10%.",Earth52,0,15,1,0,
Earth46,Strength,Strength.png,Strength + 10,"Earth52,Earth53,Earth54",1,15,1,0,
Earth47,Group Suppress,GroupSuppress.png,"Each enemy within 3 meters enhances the effectiveness of Suppress by 3%, up to 15%. This effect is doubled against Elite or stronger enemies.",,2,15,1,0,
Earth48,Stamina,Stamina.png,Stamina + 30,Earth55,3,15,1,0,
Earth49,Bravery in Battle,BraveryinBattle.png,"In combat, 50% of overhealing converts to a shield (accumulated shield cannot exceed 50% of Max HP).",,-3,16,1,0,
Earth50,Stamina,Stamina.png,Stamina + 30,"Earth56,Earth57",-2,16,1,0,
Earth51,Survival Instinct,SurvivalInstinct.png,"When HP falls below 30%, triggers Last Stand, once every 60s.",,-1,16,1,0,
Earth52,Strength,Strength.png,Strength + 10,Earth58,0,16,1,0,
Earth53,Resolute Breath,ResoluteBreath.png,"While shielded, use Basic Attack midair to slam down, detonating the shield and dealing damage equal to 30% max HP to nearby enemies.",,1,16,1,0,
Earth54,Stamina,Stamina.png,Stamina + 30,"Earth59,Earth60",2,16,1,0,
Earth55,Slam Shelter,SlamShelter.png,"A successful hit with Shield Bash reduces the target's DMG dealt to you by 3% for 10s, stacking up to 3 times.",,3,16,1,0,
Earth56,Recovery,Recovery.png,"Each successful hit of Expertise Skill or Special Attack increases Strength by 1% in 5s. The effect stacks up to 10 times. With 10 stacks, increases Strength by 10% for 8s. During this effect, the next Expertise Skill heals you for 20% of the DMG dealt, yet no additional Strength stacks can be gained.",,-2,17,1,0,
Earth57,Smash Support,SmashSupport.png,Increases the effectiveness of Shield granted by Shield Bash by 30%.,,-1,17,1,0,
Earth58,Star Shatter Pursuit,StarShatterPursuit.png,Star Shatter and Starfall deals additionally 200% DMG to targets with current HP less than or equal to 35%.,,0,17,1,0,
Earth59,Sandy Shelter,SandyShelter.png,"During Stoneform, every 20 Rage gained triggers Sandy shelter.",,1,17,1,0,
Earth60,Rock Guard,RockGuard.png,"Armor +5%.
Each attack of Terra Sunder deals an additional instance of Attack Damage to the target, equal to 100% Armor.",,2,17,1,0,
