id,name,icon,desc,children,gx,gy,cost,seal,requiresUnlock
Skywa43,Sharp Advancement,SharpAdvancement.png,"Enhances the effectiveness of Wind Fury by 50%.
When Instant Edge consumes Chasing Step, doubles the Overdrive effectiveness of Sharp Impact.",,1,9,1,0,
Skywa44,Strength,Strength.png,Strength + 10,Skywa49,2,9,1,0,
Skywa45,Combat Expertise,CombatExpertise.png,"You gain bonus ATK continuously as the battle goes on. Every 15s in battle increases your ATK by 2%, up to 8%. The bonus is cleared after the battle ends.",,3,9,1,0,
Skywa46,Divine Wind Support,DivineWindSupport.png,"When Falcon Toss and its enhanced skill (Azure Sever), or Instant Edge hits 1 target, gains a 10% Wind bonus.",,-2,10,1,0,
Skywa47,Stamina,Stamina.png,Stamina + 30,Skywa51,-1,10,1,0,
Skywa48,Stamina,Stamina.png,Stamina + 30,Skywa52,1,10,1,0,
Skywa49,Momentum Surge,MomentumSurge.png,"Enhances Sharpness by 1%. Every enemy within 5 meters additionally grants 1%, up to 3%.",,2,10,1,0,
Skywa50,Strength,Strength.png,Strength + 10,Skywa54,-3,11,1,0,
Skywa51,Instantaneous Crit,InstantaneousCrit.png,"While Chasing Step is active, Instant Edge and Sharp Impact have their critical rate doubled.","Skywa50,Skywa55",-1,11,1,0,
Skywa52,Sharp Pursuit,SharpPursuit.png,"When Instant Edge consumes Chasing Step, grants 1 stack of Sharp.","Skywa53,Skywa57",1,11,1,0,
Skywa53,Strength,Strength.png,Strength + 10,Skywa58,3,11,1,0,
Skywa54,Stamina,Stamina.png,Stamina + 30,,-3,12,1,0,
Skywa55,Air Dance Strike,AirDanceStrike.png,"Sharp Impact and its enhanced skill (Typhoon: Sharp Impact) allow the next Galeform to restore 50% more Courage.
Hitting a target with Sharp Impact and its enhanced skill (Typhoon: Sharp Impact) immediately grants 3 Sharpness (only triggers once even if multiple targets are hit).",Skywa59,-2,12,1,0,
Skywa56,Stamina,Stamina.png,Stamina + 30,,0,12,1,0,
Skywa57,Typhoon: Sharp Impact,TyphoonSharpImpact.png,"Sharp Impact is enhanced, evolving into Typhoon: Sharp Impact.",Skywa60,2,12,1,0,
Skywa58,Instant Edge Combo,InstantEdgeCombo.png,"When Instant Edge consumes Chasing Step, grants a fixed 15% chance to deal an extra instance of DMG.",,3,12,1,0,
Skywa59,Pursuit Power,PursuitPower.png,Chasing Step consumed increases Strength by 10%. The effect lasts 10s and stacks up to 2 times.,,-1,13,1,0,
Skywa60,Break Style,BreakStyle.png,"When dealing Crit DMG, Expertise ignore the targets' 50% Armor.",,1,13,1,0,
Vangu00,Vanguard Spec,TRUE,,,11,13,,,
Vangu01,Vanguard Spec,VanguardSpec.png,"Further enhances Gale Thrust. Casting Gale Thrust grants a fixed 20% chance to cause Basic Attacks to evolve into Swift Blade, with an additional 5% chance per layer of Sharpness.","Vangu02,Vangu03,Vangu04",0,0,1,0,
Vangu02,Strength,Strength.png,Strength + 10,"Vangu05,Vangu06",-1,1,1,0,
Vangu03,Stamina,Stamina.png,Stamina + 30,"Vangu06,Vangu07,Vangu08",0,1,1,0,
Vangu04,Strength,Strength.png,Strength + 10,"Vangu08,Vangu09",1,1,1,0,
Vangu05,Break Pursuit Advancement,BreakPursuitAdvancement.png,"Within 15s after Casting the Ultimate, Casting Breach Pursuit will not enter CD. This effect is removed after the time ends or after Casting 3 times Breach Pursuit.",Vangu11,-2,2,1,0,
Vangu06,Stamina,Stamina.png,Stamina + 30,"Vangu11,Vangu12",-1,2,1,0,
Vangu07,Quickshot Meteor,QuickshotMeteor.png,"Gale Thrust is enhanced, increasing hit counts by 2.
Reduces Gale Thrust's Courage consumption by 20%.",Vangu13,0,2,1,0,
Vangu08,Stamina,Stamina.png,Stamina + 30,"Vangu14,Vangu15",1,2,1,0,
Vangu09,Swift Breeze,SwiftBreeze.png,Each 1% Haste accelerates the REG SPD of Courage by 2%.,Vangu15,2,2,1,0,
Vangu10,Wind Attack,WindAttack.png,Wind Attack + 5,Vangu27,-3,3,1,0,
Vangu11,Stamina,Stamina.png,Stamina + 30,"Vangu10,Vangu12,Vangu17,Vangu18",-2,3,1,0,
Vangu12,Strong Attack,StrongAttack.png,"When Valor Cyclone deals DMG, reduces the CD of Ultimate by 0.5s (which can only be triggers once on multiple hits).",Vangu18,-1,3,1,0,
Vangu13,Wind Attack,WindAttack.png,Wind Attack + 5,"Vangu18,Vangu19,Vangu20",0,3,1,0,
Vangu14,Wind Tear,WindTear.png,"When Gale Thrust deals DMG, there is a 20% fixed chance to apply Rend.",Vangu20,1,3,1,0,
Vangu15,Stamina,Stamina.png,Stamina + 30,"Vangu16,Vangu20,Vangu21",2,3,1,0,
Vangu16,Wind Attack,WindAttack.png,Wind Attack + 5,Vangu29,3,3,1,0,
Vangu17,Wind Chaser,WindChaser.png,"During the casting of Valor Cyclone, for every 20 points of Courage consumed, increase the DMG of Valor Cyclone by 4%, up to 20%.",,-2,4,1,0,
Vangu18,Strength,Strength.png,Strength + 10,"Vangu22,Vangu23,Vangu24",-1,4,1,0,
Vangu19,Battle Cry,BattleCry.png,"Typhoon Cleave Raises the banner spear, granting Inspire to Allies. Afterward, a follow-up leap can be launched, dealing Attack Damage to the enemies within range and knocking them airborne, while restoring 100 Courage.
Inspire: Lasts for 10s. All Allies gain 10% Haste (Only one effect can be active at a time). You restore 10 Courage per second and 1 Sharpness every 2s.",,0,4,1,0,
Vangu20,Strength,Strength.png,Strength + 10,"Vangu24,Vangu25,Vangu26",1,4,1,0,
Vangu21,Zephyr Waltz Agility,ZephyrWaltzAgility.png,Additional Courage recovery: Recovers 1 extra point of Courage per second for every 2 stacks of Sharp.,,2,4,1,0,
Vangu22,Fearless Gale,FearlessGale.png,"After Casting Spiral Thrust or Breach Pursuit or Valor Cyclone, the next Gale Thrust will not consume Courage. This effect is removed after leaving combat.",Vangu30,-2,5,1,0,
Vangu23,Stamina,Stamina.png,Stamina + 30,"Vangu28,Vangu31",-1,5,1,0,
Vangu24,Sharp Expansion,SharpExpansion.png,Sharp cap +1.,Vangu28,0,5,1,0,
Vangu25,Stamina,Stamina.png,Stamina + 30,"Vangu28,Vangu33",1,5,1,0,
Vangu26,Vigor Spike,VigorSpike.png,"When Sharp is granted, reaching max stacks of Sharp enables Vigor Spike state. Triggers up to once per 30s.",Vangu34,2,5,1,0,
Vangu27,Combat Expertise,CombatExpertise.png,"You gain bonus ATK continuously as the battle goes on. Every 15s in battle increases your ATK by 2%, up to 8%. The bonus is cleared after the battle ends.",,-3,6,1,0,
Vangu28,Rapid Drake Canon,RapidDrakeCanon.png,Using Swift Blade grants it a fixed 10% chance to evolve Basic Attack into Drake Cannon in 10s. Each failure to evolve increases the chance by 10% until success.,Vangu32,0,6,1,0,
Vangu29,Catcher,Catcher.png,"In combat, for every enemy defeated that you participated in defeating (effective within a team), increases ATK by 30 for 30s, up to 300.",,3,6,1,0,
Vangu30,Strength,Strength.png,Strength + 10,Vangu35,-2,7,1,0,
Vangu31,Wind Spiral,WindSpiral.png,"When Gale Thrust deals DMG, it has a 25% fixed chance to grant 1 stack of Wind Spiral that lasts 20s and stacks up to 10 times.
Wind Spiral: Casting Spiral Thrust or Valor Cyclone triggers a spiral explosion that inflicts Attack Damage equal to 100% ATK on surrounding enemies. Each explosion consumes 1 stack of Wind Spiral.",Vangu36,-1,7,1,0,
Vangu32,Spiral Tear,SpiralTear.png,Spiral Thrust and Vortex Strike deals 30% more DMG to the targets with Rend.,Vangu42,0,7,1,0,
Vangu33,Strength,Strength.png,Strength + 10,Vangu37,1,7,1,0,
Vangu34,Wind Attack,WindAttack.png,Wind Attack + 5,"Vangu38,Vangu44",2,7,1,0,
Vangu35,Stamina,Stamina.png,Stamina + 30,"Vangu39,Vangu40",-3,8,1,0,
Vangu36,Wind Attack,WindAttack.png,Wind Attack + 5,"Vangu40,Vangu41",-1,8,1,0,
Vangu37,Stamina,Stamina.png,Stamina + 30,"Vangu43,Vangu44",1,8,1,0,
Vangu38,Wind Attack,WindAttack.png,Wind Attack + 5,Vangu45,3,8,1,0,
Vangu39,Whispering Breeze,WhisperingBreeze.png,"When Courage is below or equal to 50%, reduces the Energy Valor Cyclone consumes by 2.
When Courage is above 50%, increases the DMG Valor Cyclone deals by 12%.",,-3,9,1,0,
Vangu40,Strength,Strength.png,Strength + 10,Vangu46,-2,9,1,0,
Vangu41,Breath of Wind,BreathofWind.png,"Skills that consume Courage (Spiral Thrust and its enhanced skills, Valor Cyclone, Falcon Toss and its enhanced skills, Gale Thrust) gain 6% Wind Bonus.",,-1,9,1,0,
Vangu42,Stamina,Stamina.png,Stamina + 30,"Vangu47,Vangu48,Vangu56",0,9,1,0,
Vangu43,Wind Rift Diffusion,WindRiftDiffusion.png,"Expertise and Ultimates deal 10% more DMG to targets afflicted with Rend, and can detonate their Rend, spreading it to nearby enemies.",,1,9,1,0,
Vangu44,Strength,Strength.png,Strength + 10,Vangu49,2,9,1,0,
Vangu45,Thousand Wounds,ThousandWounds.png,"When Valor Cyclone deals DMG, it has a fixed 50% chance to inflict Rupture.",,3,9,1,0,
Vangu46,Momentum Surge,MomentumSurge.png,"Enhances Sharpness by 1%. Every enemy within 5 meters additionally grants 1%, up to 3%.",,-2,10,1,0,
Vangu47,Stamina,Stamina.png,Stamina + 30,Vangu51,-1,10,1,0,
Vangu48,Stamina,Stamina.png,Stamina + 30,Vangu52,1,10,1,0,
Vangu49,Wind Split Technique,WindSplitTechnique.png,"When Rend deals DMG, it has a fixed 50% chance to grant 2 points of Courage.",,2,10,1,0,
Vangu50,Strength,Strength.png,Strength + 10,Vangu54,-3,11,1,0,
Vangu51,Vortex Strike,VortexStrike.png,"After every 2 casts of Drake Cannon, your Spiral Thrust evolves into Vortex Strike.","Vangu50,Vangu55",-1,11,1,0,
Vangu52,Wind Gate Drake Cannon,WindGateDrakeCannon.png,Every 22 triggers of Valor Cyclone allows Basic Attack to evolve into Drake Cannon in 10s.,"Vangu53,Vangu57",1,11,1,0,
Vangu53,Strength,Strength.png,Strength + 10,Vangu58,3,11,1,0,
Vangu54,Stamina,Stamina.png,Stamina + 30,,-3,12,1,0,
Vangu55,Swift Blade,SwiftBlade.png,"When Valor Cyclone deals DMG, it has a fixed 7% chance to evolve Basic Attacks into Swift Blade.",Vangu59,-2,12,1,0,
Vangu56,Stamina,Stamina.png,Stamina + 30,,0,12,1,0,
Vangu57,Dragon's Fury Flame,Dragon'sFuryFlame.png,"Doubles the critical rate of Drake Cannon and Vortex Strike.
Increases the Crit DMG dealt by Drake Cannon and Vortex Strike by 8%.",Vangu60,2,12,1,0,
Vangu58,Spiral Flame,SpiralFlame.png,"Using Vortext Strike, increases Haste by 25% for 10s.",,3,12,1,0,
Vangu59,Fortitude,Fortitude.png,"During Valor Cyclone, gains Super Armor and reduces DMG taken by 20%.
When Valor Cyclone deals DMG, restores HP equal to 10% ATK.",,-1,13,1,0,
Vangu60,Wind Rise,WindRise.png,"When Valor Cyclone deals DMG, increases the critical rate of Drake Cannon and Vortex Strike by 7%. The effect lasts 5s and stacks up to 7 times.",,1,13,1,0,
